,number_of_reviews,calculated_host_listings_count,availability_365,neighbourhood_group_n,room_type_n,price
0,-0.5415731528689621,-0.10863836178634266,-0.7915931122638635,0.2557678432598587,0.8323905299633674,120
1,0.0441712287524791,-0.10863836178634266,1.2814033521753092,0.2557678432598587,0.8323905299633674,330
2,-0.9320694072832563,-0.10863836178634266,-0.5524012125208821,0.2557678432598587,2.671217362274505,40
3,-1.0296934708868297,-0.10863836178634266,-0.3211823761026667,-0.9073716412802768,0.8323905299633674,60
4,0.14179529235605265,-0.01595901896773224,2.1185750012757443,1.4189073277999942,-1.00643630234777,42
5,1.4053298414320257,-0.10863836178634266,-0.09793660300921733,0.2557678432598587,0.8323905299633674,300
6,1.4053298414320257,-0.10863836178634266,-0.6959163523666709,0.2557678432598587,-1.00643630234777,140
7,-1.0296934708868297,-0.10863836178634266,-0.7915931122638635,0.2557678432598587,-1.00643630234777,25
8,0.5322915467703467,-0.06229869037703745,2.1185750012757443,1.4189073277999942,2.671217362274505,27
9,1.4053298414320257,-0.01595901896773224,1.8554639115584646,1.4189073277999942,-1.00643630234777,125
10,-1.0296934708868297,-0.10863836178634266,-0.6719971623923728,0.2557678432598587,-1.00643630234777,200
11,-1.0296934708868297,-0.10863836178634266,-0.7915931122638635,0.2557678432598587,-1.00643630234777,800
12,-0.8344453436796827,-0.10863836178634266,-0.7915931122638635,0.2557678432598587,0.8323905299633674,130
13,-1.0296934708868297,-0.01595901896773224,-0.7915931122638635,1.4189073277999942,-1.00643630234777,65
14,1.4053298414320257,-0.10863836178634266,-0.08199047635968523,-0.9073716412802768,0.8323905299633674,600
15,-0.9320694072832563,-0.10863836178634266,-0.7915931122638635,-0.9073716412802768,-1.00643630234777,50
16,1.4053298414320257,-0.10863836178634266,-0.7756469856143314,1.4189073277999942,0.8323905299633674,125
17,-1.0296934708868297,-0.10863836178634266,-0.7915931122638635,0.2557678432598587,0.8323905299633674,375
18,1.4053298414320257,-0.01595901896773224,2.062763558002382,-0.9073716412802768,-1.00643630234777,70
19,-0.9320694072832563,-0.10863836178634266,1.9750598614299555,0.2557678432598587,0.8323905299633674,175
20,-1.0296934708868297,-0.01595901896773224,1.6322181384650154,-0.9073716412802768,-1.00643630234777,109
21,1.4053298414320257,-0.06229869037703745,1.5046491252687586,3.745186296880265,0.8323905299633674,102
22,0.14179529235605265,-0.06229869037703745,-0.7915931122638635,-0.9073716412802768,-1.00643630234777,60
23,-1.0296934708868297,-0.10863836178634266,-0.6879432890419049,-0.9073716412802768,-1.00643630234777,95
24,-1.0296934708868297,-0.06229869037703745,-0.41685913599985924,-0.9073716412802768,-1.00643630234777,60
25,-0.8344453436796827,-0.06229869037703745,-0.08199047635968523,0.2557678432598587,-1.00643630234777,295
26,-0.44394908926538856,14.998094517647155,2.0388443680280837,0.2557678432598587,0.8323905299633674,229
27,-0.15107689845466796,-0.10863836178634266,-0.12982885630828153,0.2557678432598587,-1.00643630234777,50
28,-0.9320694072832563,-0.10863836178634266,-0.7915931122638635,0.2557678432598587,0.8323905299633674,210
29,1.4053298414320257,-0.10863836178634266,-0.5842934658199462,-0.9073716412802768,-1.00643630234777,30
30,1.4053298414320257,-0.10863836178634266,-0.2892901228036025,0.2557678432598587,-1.00643630234777,90
31,0.3370434195631997,-0.10863836178634266,-0.5603742758456481,0.2557678432598587,0.8323905299633674,196
32,1.4053298414320257,-0.01595901896773224,0.5718007162711307,-0.9073716412802768,-1.00643630234777,50
33,-1.0296934708868297,-0.10863836178634266,-0.7915931122638635,-0.9073716412802768,-1.00643630234777,60
34,-1.0296934708868297,-0.10863836178634266,-0.7915931122638635,-0.9073716412802768,-1.00643630234777,50
35,0.4346674831667732,-0.10863836178634266,-0.7915931122638635,-0.9073716412802768,0.8323905299633674,100
36,-1.0296934708868297,-0.06229869037703745,0.2688243099300209,0.2557678432598587,-1.00643630234777,75
37,1.4053298414320257,0.3084186808974042,1.1777535289533505,0.2557678432598587,-1.00643630234777,209
38,0.3370434195631997,-0.10863836178634266,2.054790494677616,0.2557678432598587,-1.00643630234777,85
39,1.4053298414320257,-0.10863836178634266,-0.7676739222895654,-0.9073716412802768,0.8323905299633674,200
40,-0.9320694072832563,-0.10863836178634266,-0.7915931122638635,1.4189073277999942,0.8323905299633674,100
41,-0.44394908926538856,-0.10863836178634266,-0.7915931122638635,0.2557678432598587,-1.00643630234777,100
42,-1.0296934708868297,-0.06229869037703745,-0.7517277956400333,1.4189073277999942,0.8323905299633674,69
43,-0.34632502566181506,-0.10863836178634266,-0.6321318457685425,-0.9073716412802768,-1.00643630234777,35
44,1.4053298414320257,-0.10863836178634266,1.9431676081308913,-0.9073716412802768,0.8323905299633674,100
45,0.4346674831667732,1.4205707947207291,1.6481642651145474,-0.9073716412802768,-1.00643630234777,49
46,0.3370434195631997,-0.10863836178634266,-0.7915931122638635,0.2557678432598587,0.8323905299633674,170
47,-0.9320694072832563,-0.10863836178634266,-0.7915931122638635,-0.9073716412802768,-1.00643630234777,88
48,1.4053298414320257,-0.06229869037703745,-0.6799702257171388,-0.9073716412802768,-1.00643630234777,48
49,-0.2487009620582415,-0.06229869037703745,0.3565280065024474,-0.9073716412802768,-1.00643630234777,60
50,-0.5415731528689621,-0.10863836178634266,-0.1776672362568778,0.2557678432598587,0.8323905299633674,275
51,1.4053298414320257,-0.10863836178634266,-0.7915931122638635,0.2557678432598587,0.8323905299633674,200
52,-1.0296934708868297,-0.10863836178634266,0.5558545896215986,1.4189073277999942,0.8323905299633674,149
53,-0.2487009620582415,-0.06229869037703745,-0.7198355423409691,0.2557678432598587,0.8323905299633674,75
54,1.4053298414320257,-0.06229869037703745,-0.6082126557942444,0.2557678432598587,-1.00643630234777,80
55,-0.053452834851094436,-0.10863836178634266,-0.7915931122638635,-0.9073716412802768,-1.00643630234777,60
56,-0.5415731528689621,-0.10863836178634266,-0.7915931122638635,-0.9073716412802768,0.8323905299633674,190
57,-0.34632502566181506,-0.10863836178634266,0.1890936766823604,-0.9073716412802768,0.8323905299633674,115
58,0.3370434195631997,-0.10863836178634266,-0.7836200489390975,-0.9073716412802768,0.8323905299633674,100
59,1.4053298414320257,0.030380652441572967,1.74384102501174,0.2557678432598587,0.8323905299633674,359
60,1.4053298414320257,-0.01595901896773224,0.5000431463482363,0.2557678432598587,0.8323905299633674,180
61,0.14179529235605265,-0.10863836178634266,-0.7915931122638635,-0.9073716412802768,0.8323905299633674,150
62,-0.5415731528689621,-0.10863836178634266,-0.2733439961540704,-0.9073716412802768,-1.00643630234777,75
63,-0.2487009620582415,-0.10863836178634266,-0.7915931122638635,0.2557678432598587,0.8323905299633674,106
64,0.14179529235605265,0.44743769512531983,1.1777535289533505,-0.9073716412802768,-1.00643630234777,35
65,-0.9320694072832563,-0.10863836178634266,-0.2733439961540704,0.2557678432598587,-1.00643630234777,75
66,0.23941935595962618,-0.06229869037703745,-0.6321318457685425,-0.9073716412802768,0.8323905299633674,100
67,-0.44394908926538856,-0.10863836178634266,-0.7915931122638635,0.2557678432598587,0.8323905299633674,140
68,-0.34632502566181506,0.030380652441572967,1.448837681995396,-0.9073716412802768,-1.00643630234777,100
69,-0.44394908926538856,-0.06229869037703745,0.7073427927921536,-0.9073716412802768,-1.00643630234777,60
70,1.4053298414320257,0.030380652441572967,-0.31320931277790065,-0.9073716412802768,-1.00643630234777,60
71,-0.9320694072832563,-0.06229869037703745,-0.7915931122638635,-0.9073716412802768,0.8323905299633674,90
72,-0.8344453436796827,-0.10863836178634266,-0.7915931122638635,0.2557678432598587,-1.00643630234777,55
73,-0.44394908926538856,-0.10863836178634266,-0.7915931122638635,-0.9073716412802768,-1.00643630234777,53
74,-0.8344453436796827,-0.10863836178634266,-0.7915931122638635,0.2557678432598587,-1.00643630234777,70
75,1.4053298414320257,-0.10863836178634266,1.7358679616869739,0.2557678432598587,0.8323905299633674,131
76,-0.9320694072832563,-0.10863836178634266,-0.7915931122638635,0.2557678432598587,-1.00643630234777,45
77,1.4053298414320257,-0.10863836178634266,-0.7915931122638635,1.4189073277999942,0.8323905299633674,90
78,-0.053452834851094436,-0.10863836178634266,2.1185750012757443,0.2557678432598587,-1.00643630234777,246
79,-0.2487009620582415,-0.10863836178634266,-0.7836200489390975,0.2557678432598587,0.8323905299633674,250
80,1.4053298414320257,-0.10863836178634266,-0.05807128638538708,3.745186296880265,0.8323905299633674,69
81,-0.2487009620582415,-0.10863836178634266,-0.7915931122638635,-0.9073716412802768,0.8323905299633674,140
82,-0.9320694072832563,-0.10863836178634266,-0.7915931122638635,-0.9073716412802768,-1.00643630234777,30
83,1.4053298414320257,0.16939966666948858,1.7757332783108042,-0.9073716412802768,-1.00643630234777,75
84,1.4053298414320257,-0.06229869037703745,0.7153158561169196,1.4189073277999942,-1.00643630234777,100
85,-0.7368212800761091,-0.01595901896773224,-0.7915931122638635,0.2557678432598587,-1.00643630234777,50
86,0.23941935595962618,-0.10863836178634266,-0.28131705947883645,1.4189073277999942,-1.00643630234777,79
87,-0.9320694072832563,-0.10863836178634266,-0.36104769272649695,1.4189073277999942,0.8323905299633674,85
88,-0.8344453436796827,-0.10863836178634266,-0.7915931122638635,-0.9073716412802768,0.8323905299633674,79
89,1.4053298414320257,-0.10863836178634266,-0.2573978695045383,0.2557678432598587,0.8323905299633674,200
90,-0.34632502566181506,-0.10863836178634266,1.6800565184136116,-0.9073716412802768,-1.00643630234777,100
91,-0.2487009620582415,-0.10863836178634266,1.9351945448061252,-0.9073716412802768,0.8323905299633674,100
